,church_name,address,telephone number,priest,confession,links,additional info,last update,coords,long,lat
8,"Mary, Queen of Apostles Parish","San Antonio Valley 6, Sucat, Parañaque City, Metro Manila",Landline 02 8826 5315 Smart 0928 756 1297 Globe 09,"Fr. Simone Caelli, PIME",,,,"Mon Apr 1, 2024 3:18PM","{'lat': 14.4670146, 'lng': 121.005146}",121.005146,14.4670146
9,National Shrine of Our Mother of Perpetual Help (Baclaran Church),"Baclaran, Parañaque City, Metro Manila",832-1150 / 832-1151 / 833-5016,"Fr. Rico John C. Bilangel, CSsR",Daily except Wed and Sun: 8:30AM - 11:30AM and 3:00PM - 6:00PM,,Special Masses,"Mon Apr 1, 2024 3:22PM","{'lat': 14.52475, 'lng': 120.9847642}",120.9847642,14.52475
10,Our Lady of Beautiful Love Parish,"80 Washington St., Merville Park Subd., Parañaque City, Metro Manila",288242688,Fr. Rio G. Evangelista,,,,"Mon Nov 13, 2023 3:56PM","{'lat': 14.498793, 'lng': 121.0219961}",121.0219961,14.498793
11,Our Lady of Grace Parish,"Ireneville I Subd., Sucat, Parañaque City, Metro Manila",288269606,,,,,"Mon Apr 15, 2024 10:20PM","{'lat': 14.4849611, 'lng': 121.0450195}",121.0450195,14.4849611
12,Our Lady of Peace Parish,"Cadena de Amor, Fourth Estate Subd., Parañaque City, Metro Manila",288254604,Fr. Christopher Tejido,,,,"Mon Apr 1, 2024 3:15PM","{'lat': 14.4638031, 'lng': 121.017141}",121.017141,14.4638031
13,Our Lady of the Most Holy Rosary Parish,"4098 Bougainville Street. Sun Valley Subdivision, Brgy. Sun Valley, Parañaque City, Metro Manila",288231210,,,,olmhrp.sunvalley2019@gmail.com,"Sun Feb 5, 2023 9:50PM","{'lat': 14.4886202, 'lng': 121.0361949}",121.0361949,14.4886202
14,Our Lady of the Most Holy Rosary Parish,"Multinational Village, Parañaque City, Metro Manila",288250216,,,,,"Sun Feb 5, 2023 9:58PM","{'lat': 14.477509, 'lng': 121.0105349}",121.0105349,14.477509
15,Our Lady of Unity Parish,"9th St., Area 5, UPS 5, Brgy. San Isidro, Parañaque City, Metro Manila",0995 273 5185,,,,,"Sun Feb 5, 2023 10:03PM","{'lat': 14.4602784, 'lng': 121.0123877}",121.0123877,14.4602784
16,Padre Pio Parish,"Garnet St., Severina Diamond, KM18, West Service Road, Brgy. Marcelo Green, Parañaque City, Metro Manila",277390079,,Weekdays after 6:30 AM Mass,,,"Wed Jan 4, 2023 1:09PM","{'lat': 14.4687588, 'lng': 121.0447081}",121.0447081,14.4687588
17,Presentation of the Child Jesus Parish,"34 Aguirre Avenue Corner F. Cruz Street, Parañaque City, Metro Manila",288254151,Fr. Elmer Ilao,Mon-Sat: 5:00PM,,Every First Friday of the Month - Mass for the Sick and Disabled 10:00 AM (English),"Mon Apr 15, 2024 10:12PM","{'lat': 14.4452191, 'lng': 121.0262756}",121.0262756,14.4452191
18,Resurrection of Our Lord Parish,"Gng. E. Gatches St., BF Homes, Ph 1, Parañaque City, Metro Manila",842-5434,,Fridays: 4-6PM,,,"Mon Apr 1, 2024 3:12PM","{'lat': 14.4448102, 'lng': 121.0272289}",121.0272289,14.4448102
19,Saint Andrew Cathedral,"Quirino Ave., La Huerta, Parañaque City, Metro Manila",(02) 8826-1760,,,,,"Wed Mar 20, 2024 11:26PM","{'lat': 14.4983253, 'lng': 120.9904217}",120.9904217,14.4983253
20,Saint Joseph Parish,"223 Quirino Ave., Tambo, Parañaque City, Metro Manila",8852-8441,,every after Mass: Mon to  Fri,,,"Sun Mar 5, 2023 8:59PM","{'lat': 14.5161924, 'lng': 120.9962627}",120.9962627,14.5161924
21,Saint Martin de Porres Parish,"2222 Narra Street, United Hills Village (UPS I), Parañaque City, Metro Manila",823-2842,,,,,"Sun Mar 5, 2023 9:06PM","{'lat': 14.5023275, 'lng': 121.0401283}",121.0401283,14.5023275
22,San Agustin Parish,"San Agustin Village, Moonwalk, Parañaque City, Metro Manila",288288930,,,,,"Sun Mar 5, 2023 9:57PM","{'lat': 14.4610004, 'lng': 121.0189621}",121.0189621,14.4610004
23,San Antonio de Padua Parish,"139 San Antonio Avenue corner San Pancrasio Streets, San Antonio Valley I, Parañaque City, Metro Manila",288268877,Fr. Kevin Luther Crisostomo,Mondays to Fridays - 3-5PM,,,"Wed Mar 20, 2024 11:18PM","{'lat': 14.469185, 'lng': 121.0211992}",121.0211992,14.469185
24,Santa Rita de Cascia Parish,"Quirino Ave., Baclaran, Parañaque City, Metro Manila",8853-0063,,,,,"Sun Mar 5, 2023 10:08PM","{'lat': 14.5230397, 'lng': 120.9968064}",120.9968064,14.5230397
25,Santo Niño Parish,"8542 Col. E.L. de Leon St., Santo Niño, Parañaque City, Metro Manila",0905 365 1911,Fr. Jose Soler,,,,"Mon Apr 15, 2024 10:16PM","{'lat': 14.5017427, 'lng': 120.9957899}",120.9957899,14.5017427
0,"Archdiocesan Shrine of Jesus, The Way, The Truth and The Life","Central Business Park (beside SM Mall of Asia), Reclamation Area , Pasay City, Metro Manila",(02) 556-6175; 556-6176; (0918) 910-4245,,,,,"Sun Dec 17, 2023 7:15AM","{'lat': 14.5377539, 'lng': 120.981593}",120.981593,14.5377539
1,"Mary, Comforter of the Afflicted Parish","Saint Peter cor. Saint Catherine St . Maricaban, Pasay City, Metro Manila",515-3938/ 852-3570,"FULLON, REV.FR. ALVIN A.",,,,"Tue Dec 28, 2010 12:44AM","{'lat': 14.5308935, 'lng': 121.0085208}",121.0085208,14.5308935
2,NAIA Terminal 3,"NAIA Terminal 3, Pasay City, Pasay City, Metro Manila",63.2.877-1109,,,,near the elevator below the Foodcourt (Jollibee side),"Mon Sep 5, 2016 9:12PM","{'lat': 14.5195456, 'lng': 121.013799}",121.013799,14.5195456
3,Our Lady of Fatima Parish,"Constellation Drive, Don Carlos Vill., Pasay City, Metro Manila",854-7450,,,,,"Sat Dec 2, 2017 9:30AM","{'lat': 14.5159404, 'lng': 121.0013134}",121.0013134,14.5159404
4,Our Lady of Sorrows,"2130  FB Harrison Street, Pasay City, Metro Manila",,,,,,"Tue Feb 6, 2018 7:27PM","{'lat': 14.5515591, 'lng': 120.9929645}",120.9929645,14.5515591
5,Our Lady of Sorrows Parish,"2130 F.B. Harrison St., Pasay City, Metro Manila",831-8293,,,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.5515591, 'lng': 120.9929645}",120.9929645,14.5515591
6,Our Lady of the Airways Parish,"Chapel Rd. cor. Aquino Ave. NAIA, Pasay City, Metro Manila",851-4371,,,,,"Tue Dec 15, 2015 8:42PM","{'lat': 14.507824, 'lng': 121.0013828}",121.0013828,14.507824
7,Our Lady of the Blessed Sacrament,"Teacher's Bliss, Kalayaan Vill., Pasay City, Metro Manila",824-6206,,,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.5064646, 'lng': 121.0272727}",121.0272727,14.5064646
8,San Isidro Parish,"1830 Taft Ave., Pasay City, Metro Manila",8525-11-88,,Wednesday and Friday 6:00 PM,,,"Thu Dec 15, 2022 8:54PM","{'lat': 14.5582555, 'lng': 120.9963054}",120.9963054,14.5582555
9,San Juan Nepomuceno Parish,"C. Jose St. , Malibay, Pasay City, Metro Manila",852-8164,Rev. Fr. Edgardo Corosa,"Wed., Fri., Sat. 5:30-6:00 pm or by appointment",,"BAPTISM: Sundays 11:00 am or by appointment
ANNOINTING OF THE SICK: by appointment
MATRIMONY: by appointment
OFFICE HOURS: Daily 8:30 am-12:00 nn, 2:30 pm-6:00 pm","Sun Aug 20, 2017 2:17PM","{'lat': 14.5341445, 'lng': 121.0092012}",121.0092012,14.5341445
10,San Rafael Parish,"2645 Park Ave., Pasay City, Metro Manila",831-1847,,,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.5419732, 'lng': 120.9974301}",120.9974301,14.5419732
11,San Roque Parish,"Cabrera St., Pasay City, Metro Manila",813-5495,Rev. Fr. Paschal Ma. Gorgona,15 minutes before or right after the Mass. Kindly approach the Priest.,,,"Tue Feb 27, 2018 9:45PM","{'lat': 14.5405434, 'lng': 121.0057975}",121.0057975,14.5405434
12,Shrine of St. Therese of the Child Jesus,"20 Newport Boulevard, Newport City Complex, Barangay 183, Villamor Air Base, 20 Newport Blvd, Pasay City, Metro Manila",09176108823,,by appointment,,,"Sun Sep 1, 2024 10:24AM","{'lat': 14.5212386, 'lng': 121.0160391}",121.0160391,14.5212386
13,Sta. Clara de Montefalco Parish,"2360 P. Burgos St., Pasay City, Metro Manila",288316012,,,,,"Sun Feb 7, 2021 12:28PM","{'lat': 14.5490198, 'lng': 121.0010832}",121.0010832,14.5490198
0,Holy Family Parish,"East Capitol Drive, Kapitolyo, Pasig City, Metro Manila",8631-9617,,Fridays at 5:00PM,,Simbang Gabi: December 15-23 6:00PM and 7:30PM,"Sun Dec 11, 2022 7:35PM","{'lat': 14.5692524, 'lng': 121.060213}",121.060213,14.5692524
1,Immaculate Conception Cathedral Parish,"Plaza Rizal, Malinao, Pasig City, Metro Manila",286422422,,,,E-mail:,"Thu Sep 10, 2020 7:44PM","{'lat': 14.5603914, 'lng': 121.077266}",121.077266,14.5603914
2,Immaculate Conception Parish,"Kaginhawahan Rd. Karangalan Village Manggahan, Pasig City, Metro Manila",286810644,,,,PARISH OFFICE SCHEDULE,"Sun Dec 11, 2022 8:01PM","{'lat': 14.6092897, 'lng': 121.1024649}",121.1024649,14.6092897
3,Our Lady of the Most Blessed Sacrament Chapel,"Park, Cauliflower Street, Valle Verde 5, Pasig City, Metro Manila",,,,,,"Sun Apr 8, 2012 10:57PM","{'lat': 14.5869673, 'lng': 121.0712939}",121.0712939,14.5869673
4,San Agustin Parish,"Market Ave., Barangay Palatiw, Pasig City, Metro Manila",286401319,"Rev. Fr. Emmanuel Judilla, O.A.D",,,,"Wed Dec 14, 2022 10:23PM","{'lat': 14.5630345, 'lng': 121.0849293}",121.0849293,14.5630345
5,San Antonio Abad Parish,"Stella Maris Ave., Barangay Maybunga, Pasig City, Metro Manila",289978647,Rev. Fr. Juvi Q. Coronel,,,Simbang Gabi (Dec. 15 evening to Dec. 23 evening):,"Sun Dec 11, 2022 8:16PM","{'lat': 14.5771973, 'lng': 121.0832176}",121.0832176,14.5771973
6,San Guillermo Parish,"103 E. Mendoza St., Buting, Pasig City, Metro Manila",(632) 642-8051,Fr. Bebot Catuiran,"30 minutes before the mass; during Holy Hour on First Fridays, please see celebrant",,,"Sun Oct 20, 2013 1:52PM","{'lat': 14.5550453, 'lng': 121.0669212}",121.0669212,14.5550453
7,San Sebastian Parish,"M.H. Del Pilar St., Barangay Pinagbuhatan, Pasig City, Metro Manila",284770044,Rev. Fr. Feliciano R Gutierrez,,,,"Thu Dec 22, 2022 7:29PM","{'lat': 14.5571675, 'lng': 121.0909313}",121.0909313,14.5571675
8,Sancta Maria Stella Orientis Oratory,"UA&P, Pearl Drive, Ortigas Center, Pasig City, Metro Manila",,,"Mon - Sat, 9:30 am - 7:30 pm",,,"Wed Nov 30, 2011 3:48AM","{'lat': 14.5802953, 'lng': 121.0608408}",121.0608408,14.5802953
9,Santa Martha Parish,"P. Visitacion St., Kalawaan, Pasig City, Metro Manila",279495142,Reb. Pd. Melvin Ordañez,,,,"Sun Dec 11, 2022 9:03PM","{'lat': 14.5519336, 'lng': 121.0841879}",121.0841879,14.5519336
10,St. Jude Thaddeus Parish,"Michael Raymond St., Marietta Romeo Village, Brgy. Sta. Lucia, Pasig City, Metro Manila",+6386557511,,,,"Narito po ang ating talaan ng mga Misa ngayong panahon ng Simbang Gabi, Misa de Gallo, Pasko, at Bagong Taon","Sun Dec 11, 2022 9:17PM","{'lat': 14.580879, 'lng': 121.1058355}",121.1058355,14.580879
11,Sta. Clara de Montefalco Parish,"C. Raymundo Ave., Barangay Caniogan, Pasig City, Metro Manila",286423555,Rev. Fr. Darwin L. Calderon,,,,"Sun Dec 11, 2022 9:23PM","{'lat': 14.5702124, 'lng': 121.0820167}",121.0820167,14.5702124
12,Sta. Lucia Parish,"A. Rodriguez Ave., Barangay Manggahan, Pasig City, Metro Manila",275085002,Rev. Fr. Rudy Paragas Jr.,,,,"Mon Apr 11, 2022 4:19PM","{'lat': 14.6035267, 'lng': 121.0921224}",121.0921224,14.6035267
13,Sta. Rosa de Lima Parish,"San Buenaventura Drive,  Bagong Ilog, Pasig City, Metro Manila",288915129,,Friday - 5:30 PM,,,"Fri Dec 15, 2023 10:55PM","{'lat': 14.5666298, 'lng': 121.0712477}",121.0712477,14.5666298
14,Sto. Nino de Pasig Parish,"Brussels St., Pasig Greenpark Village, Barangay Manggahan, Pasig City, Metro Manila",(02) 8681-3887,,,,,"Sun Dec 18, 2022 8:59AM","{'lat': 14.6055596, 'lng': 121.0973028}",121.0973028,14.6055596
15,Sto. Rosario de Pasig,"Ortigas Ave, Ext., Rosario, Pasig City, Metro Manila",273414013,,,,Info.parishsrp@gmail.com,"Tue Jan 10, 2023 9:22AM","{'lat': 14.5879565, 'lng': 121.1076496}",121.1076496,14.5879565
16,Sto. Tomas de Villanueva,"Evangelista Ave., Santolan, Pasig City, Metro Manila",0945 143 8391,,,,,"Sun Dec 11, 2022 10:15PM","{'lat': 14.6193867, 'lng': 121.0821836}",121.0821836,14.6193867
17,The Medical City,"Ortigas Avenue, Pasig City, Metro Manila",,,11:00 am daily,,,"Sat May 25, 2013 5:11PM","{'lat': 14.5901598, 'lng': 121.0818858}",121.0818858,14.5901598
0,Divine Mercy Shrine and Parish,"Sicsican, Puerto Princesa City, Palawan",0946 592 0884,,,,,"Sun Sep 3, 2023 6:15PM","{'lat': 9.799882799999999, 'lng': 118.716885}",118.716885,9.799882799999999
1,Immaculate Conception Cathedral Parish (Puerto Princesa Cathedral),"Taft Street, Bgy. Mabuhay, Puerto Princesa City, Palawan",0939 923 7212,,Wed and Fri: 4:30PM,,,"Sun Sep 3, 2023 7:40AM","{'lat': 9.7402286, 'lng': 118.72928}",118.72928,9.7402286
2,Our Lady of Guadalupe Parish,"Marawi St.,Purok Kalinisan, Barangay Luzviminda, Puerto Princesa City, Palawan",,,,,,"Sun Sep 3, 2023 6:54PM","{'lat': 8.0106213, 'lng': 124.297718}",124.297718,8.0106213
3,Our Lady of Mount Carmel Parish,"Inagawan, Puerto Princesa City, Palawan",,,,,,"Mon Sep 4, 2023 1:16PM","{'lat': 9.546835999999999, 'lng': 118.649418}",118.649418,9.546835999999999
4,San Antonio De Padua Quasi Parish,"Purok Silangan, Brgy. Tagburos, Puerto Princesa City, Palawan",0950 848 3600,,,,,"Sun Sep 3, 2023 6:46PM","{'lat': 9.808781000000002, 'lng': 118.7426861}",118.7426861,9.808781000000002
5,San Isidro Labrador Parish,"Purok Masigasig, Barangay Maruyogon, Puerto Princesa City, Palawan",,,,,,"Sun Sep 3, 2023 6:05PM","{'lat': 9.976894399999999, 'lng': 118.8528576}",118.8528576,9.976894399999999
6,San Miguel Arkanghel Parish,"Brgy. San Miguel, Puerto Princesa City, Palawan",0966 483 4300,,,,,"Sun Sep 3, 2023 5:49PM","{'lat': 9.746082099999999, 'lng': 118.7576968}",118.7576968,9.746082099999999
7,San Nicolas De Tolentino Parish,"Napsan, Puerto Princesa City, Palawan",,,,,,"Sun Sep 3, 2023 7:03PM","{'lat': 9.6559565, 'lng': 118.5097517}",118.5097517,9.6559565
8,San Pedro Parish,"Brgy. San Pedro, Puerto Princesa City, Palawan",0950 845 3608,,,,,"Sun Sep 3, 2023 5:56PM","{'lat': 9.7553212, 'lng': 118.7507624}",118.7507624,9.7553212
9,Santuario de San Jose Marello Parish,"Sabang, Brgy. Cabayugan, Puerto Princesa City, Palawan",,,,,,"Wed Dec 13, 2023 2:54PM","{'lat': 10.1541456, 'lng': 118.8713314}",118.8713314,10.1541456
10,St. Ezekiel Moreno Parish,"Macarascas , Puerto Princesa City, Palawan",,,,,,"Sun Sep 3, 2023 6:10PM","{'lat': 10.0145845, 'lng': 118.8072399}",118.8072399,10.0145845
11,St. Joseph Parish,"Bgy. San Jose National Highway, Puerto Princesa City, Palawan",0999 536 6528,,,,,"Mon Apr 17, 2023 9:43PM","{'lat': 9.8198781, 'lng': 118.7404784}",118.7404784,9.8198781
12,St. Joseph the Worker Parish,"Iwahig, Puerto Princesa City, Palawan",,,,,,"Sun Sep 3, 2023 6:49PM","{'lat': 9.7413837, 'lng': 118.6837655}",118.6837655,9.7413837
13,St.Francis Of Assisi Parish,"Bacungan, Puerto Princesa City, Palawan",,,,,,"Sun Sep 3, 2023 7:35PM","{'lat': 9.9094818, 'lng': 118.703397}",118.703397,9.9094818
14,Sta. Monica Parish,"Brgy. Sta. Monica, Puerto Princesa City, Palawan",0917 113 0050,,,,,"Sat Apr 1, 2023 4:56PM","{'lat': 9.7920997, 'lng': 118.7359563}",118.7359563,9.7920997
15,Sto. Niño Chaplaincy,"Montible , Puerto Princesa City, Palawan",,,,,,"Sun Sep 3, 2023 6:28PM","{'lat': 9.6965412, 'lng': 118.61481}",118.61481,9.6965412
0,Immaculate Conception Cathedral (Cubao Cathedral),"40 Lantana St., Cubao, Quezon City, Metro Manila",(02) 725-5962,,Wed-Sat: 6:30AM-7AM and 5:30PM-6PM,,,"Sat Dec 2, 2023 2:09PM","{'lat': 14.6219584, 'lng': 121.0430276}",121.0430276,14.6219584
1,Ascension of Our Lord Parish,"Ascension Hill cor. Dominggo de Ramos St., Greater Lagro, Novaliches, Quezon City, Metro Manila",289302233,,,,,"Sat Dec 16, 2023 8:46AM","{'lat': 14.732329, 'lng': 121.0656975}",121.0656975,14.732329
2,Banal na Sakramento Parish,"JP Ramoy Street, Talipapa, Novaliches, Quezon City, Metro Manila","284266910, 0929 679 7587",,,,,"Sat Apr 15, 2023 2:25PM","{'lat': 14.6860161, 'lng': 121.0232468}",121.0232468,14.6860161
3,Basilica Minore de San Pedro Bautista,"69 San Pedro Bautista St., San Francisco del Monte, Quezon City, Metro Manila",271482136,,"Ask the Parish Office for an available priest for confession, or you may approach the priest after every celebration of the Holy Mass.",,,"Sun Apr 21, 2024 7:53PM","{'lat': 14.6372035, 'lng': 121.012679}",121.012679,14.6372035
4,Christ the King  Parish,"Bansalangin cor. Calumpit Sts., Veterans Vill. Project 7, Quezon City, Metro Manila",283713533,Rev. Fr. Jose Glenn Orocio,,,,"Thu Aug 1, 2024 1:23AM","{'lat': 14.6542456, 'lng': 121.0268601}",121.0268601,14.6542456
5,Christ the King Mission Seminary,"101 E. Rodriguez Senior, Quezon City, Metro Manila",(02) 726 5002,,,,,"Mon Dec 4, 2023 10:33AM","{'lat': 14.6238739, 'lng': 121.0289993}",121.0289993,14.6238739
6,Christ the King Parish,"Greenmeadows Avenue, Quezon City, Metro Manila",286330280,,Beside Divine Mercy Chapel,,,"Mon Dec 11, 2023 11:55PM","{'lat': 14.6014383, 'lng': 121.0794124}",121.0794124,14.6014383
7,Christ the King Parish (Filinvest II),"Atlas St., Filinvest II, Batasan Hills, Quezon City, Metro Manila",8932-0239,,Tue-Sat: Every after Mass,,,"Sun Apr 21, 2024 8:00PM","{'lat': 14.6904546, 'lng': 121.0994761}",121.0994761,14.6904546
8,"Christ, King of the Universe Parish","King Christian St., Kingspoint Subd., Novaliches, Quezon City, Metro Manila",277996285,,First Friday - 6PM,,,"Sun Apr 28, 2024 8:36PM","{'lat': 14.6946716, 'lng': 121.0238901}",121.0238901,14.6946716
9,Church of the Gesu,"Ateneo de Manila University, Katipunan Ave., Loyola Heights, Quezon City, Metro Manila",284266001,,,,,"Sun Aug 7, 2022 11:59AM","{'lat': 14.6395704, 'lng': 121.0785779}",121.0785779,14.6395704
10,Diocesan Shrine and Parish of Our Lady of Mercy of Novaliches,"Dumalay St. corner Quirino Hi-way, Sta. Monica, Novaliches, Quezon City, Metro Manila",(8)9392811 or (8)7345770,,By Appointment,,E-mail:,"Mon Jul 29, 2024 5:47PM","{'lat': 14.7258862, 'lng': 121.0412126}",121.0412126,14.7258862
11,Diocesan Shrine of Jesus the Divine Word,"1101 E. Rodriguez Sr. Ave., Barangay Kristong Hari, Quezon City, Metro Manila",(02) 7754-2507,,,,,"Sun Apr 21, 2024 3:19PM","{'lat': 14.6247687, 'lng': 121.0385493}",121.0385493,14.6247687
12,Diocesan Shrine of Sto. Niño Parish,"Bukidnon Street, Bago Bantay, Quezon City, Metro Manila",289294527,,Wed. and Fri: 6PM,,,"Fri Aug 12, 2022 1:07PM","{'lat': 14.6596318, 'lng': 121.0238108}",121.0238108,14.6596318
13,Divine Savior Parish,"Archer st. North Fairview Park Subdivision, Quezon City, Metro Manila",289368348,,,,,"Sat Apr 27, 2024 10:40PM","{'lat': 14.7136254, 'lng': 121.0615466}",121.0615466,14.7136254
14,Fishers of Men Chapel,"3/F, Fishermall, Quezon Ave., Quezon City, Metro Manila",282941560,,,,,"Sun Apr 28, 2024 8:55PM","{'lat': 14.6336657, 'lng': 121.0195946}",121.0195946,14.6336657
15,Holy Cross Parish,"#18 Plaza Santa Ines, P. Francisco Street 1101 Brgy. Krus na Ligas, Diliman, Quezon City, Metro Manila",83328640,,,,,"Mon Jul 29, 2024 5:37PM","{'lat': 14.6443464, 'lng': 121.06263}",121.06263,14.6443464
16,Holy Family  Parish,"K-7 cor K-I Sts, Barangay West Kamias, Quezon City, Metro Manila",289295280,,"30 mins before every mass (Mon – Sat), by request on Sundays",,,"Sat Nov 9, 2024 10:33AM","{'lat': 14.6312443, 'lng': 121.0503966}",121.0503966,14.6312443
17,Holy Family Parish,"Madre Silva cor. Lilac St., Roxas District, Quezon City, Metro Manila",283721444,,,,,"Sun Apr 28, 2024 9:11PM","{'lat': 14.6273182, 'lng': 121.0208952}",121.0208952,14.6273182
18,Holy Family Parish,"Villareal St., Gulod, Novaliches, Quezon City, Metro Manila",285256371,"Rev. Fr. Stepher Kines, Sch.P.",,,,"Sun Apr 21, 2024 3:32PM","{'lat': 14.7150067, 'lng': 121.0449761}",121.0449761,14.7150067
19,Holy Family Parish,"Asset and Actuarial Streets, GSIS Village, Quezon City, Metro Manila",282471761,,,,,"Sun Apr 28, 2024 9:16PM","{'lat': 14.6723464, 'lng': 121.0271423}",121.0271423,14.6723464
20,Holy Spirit Parish,"Nepomuceno Street, B F Homes, Holy Spirit, Quezon City, Metro Manila",(02)8931-3995,,,,,"Sun Apr 28, 2024 9:19PM","{'lat': 14.6871073, 'lng': 121.0785924}",121.0785924,14.6871073
21,Holy Trinity Parish,"Geraldine corner Candelaria Streets, Don Jose Heights, Quezon City, Metro Manila","427.8080, 431.2225 (telefax)",,,,,"Sun Apr 28, 2024 9:24PM","{'lat': 14.7294171, 'lng': 121.065039}",121.065039,14.7294171
22,Immaculate Conception Parish,"Don Alejandro Street, Quezon City, Metro Manila",936-5305,,,,,"Sun Apr 28, 2024 9:29PM","{'lat': 14.7317738, 'lng': 121.0321545}",121.0321545,14.7317738
23,Immaculate Conception Parish,"Damar Village, Sgt. E. Rivera St., Quezon City, Metro Manila",364-9862  /  410-1710,,By Appointment,,,"Sun Feb 4, 2024 9:35PM","{'lat': 14.6446977, 'lng': 121.0013262}",121.0013262,14.6446977
24,Immaculate Conception Parish,"64 Premium St. GSIS Village, Brgy. Sangandaan, Project 8, Quezon City, Metro Manila",289522349,,,,,"Sun Apr 21, 2024 3:12PM","{'lat': 14.6743419, 'lng': 121.0208326}",121.0208326,14.6743419
25,Immaculate Heart of Mary Parish,"Mahinhin cor. Mayumi, UP Vill., Diliman, Quezon City, Metro Manila",921-6683 or 922-0029,,,,,"Sun Apr 28, 2024 9:36PM","{'lat': 14.6472517, 'lng': 121.0544831}",121.0544831,14.6472517
26,Ina ng Buhay Parish,"Jordan Heights, Damong Maliit, Novaliches, Quezon City, Metro Manila",(0999) 354-2817,,,,,"Mon Jul 29, 2024 9:37PM","{'lat': 14.7246153, 'lng': 121.0220659}",121.0220659,14.7246153
27,Ina ng Lupang Pangako Parish,"Leyte St. Phase 1, Lupang Pangako, Brgy. Payatas B, Quezon City, Metro Manila",0917 520 6033,,,,,"Sun Aug 7, 2022 6:26PM","{'lat': 14.7147729, 'lng': 121.1025992}",121.1025992,14.7147729
28,"Jesus, Lord of Divine Mercy Parish","63 Caimito Street, Mapayapa Village 1, Quezon City, Metro Manila",8931-47-19 or 8928-30-81,,,,,"Sun Apr 28, 2024 9:50PM","{'lat': 14.6866542, 'lng': 121.0691946}",121.0691946,14.6866542
29,"Jesus, Lord of the Divine Mercy","Garcia St., Hobart Village, Kaligayahan, Novaliches, Quezon City, Metro Manila",930-5927,,1st Friday - 5:30pm,,jldmpzabarte@yahoo.com.ph,"Sun Aug 7, 2022 3:05PM","{'lat': 14.6840565, 'lng': 121.0485224}",121.0485224,14.6840565
30,Kristong Hari Parish - Shrine of the Youth,"Commonwealth Avenue Corner Kasunduan Street, Quezon City, Metro Manila",286673458,,,,,"Mon Jul 29, 2024 9:55PM","{'lat': 14.6945407, 'lng': 121.0875057}",121.0875057,14.6945407
31,Mabuting Pastol Parish,"NGCHP Pilot Drive , Brgy. Commonwealth, Quezon City, Metro Manila",273442711,,,,,"Sun Apr 21, 2024 3:05PM","{'lat': 14.694404, 'lng': 121.0783379}",121.0783379,14.694404
32,Mary Queen of Peace Shrine (EDSA Shrine),"EDSA cor. Ortigas Ave, Quezon City, Metro Manila","0998 552 5309, (+632) 8631 5734, 8637 0295",,Upon request,,,"Thu Dec 14, 2023 5:35PM","{'lat': 14.5929003, 'lng': 121.0589506}",121.0589506,14.5929003
33,Mary the Queen Parish,"Belfast Avenue, Neopolitan, Novaliches, Quezon City, Metro Manila",272551597,,"Wed, Fri and Sat: 3PM - 4:45PM",,,"Sun Apr 28, 2024 10:05PM","{'lat': 14.6760413, 'lng': 121.0437003}",121.0437003,14.6760413
34,Minor Basilica of the National Shrine of Our Lady of Mt. Carmel,"Broadway Avenue, New Manila, Quezon City, Metro Manila",287245938,,"Mon-Fri:6:30AM-7AM,6:30PM-7PM,",,,"Sun Apr 21, 2024 8:29PM","{'lat': 14.6151603, 'lng': 121.0309171}",121.0309171,14.6151603
35,Most Holy Redeemer Parish,"Brixton Hill St., Araneta Ave., Quezon City, Metro Manila",(02) 7160464,,Wed: 5:45PM,,,"Sun Apr 28, 2024 10:23PM","{'lat': 14.6166332, 'lng': 121.0157757}",121.0157757,14.6166332
36,Most Holy Redeemer Parish,"Malac cor. Inaman St., Masambong, San Francisco Del Monte, Quezon City, Metro Manila",0991 870 9568 or 83651011,,,,,"Wed May 8, 2024 10:15PM","{'lat': 14.6415137, 'lng': 121.0101625}",121.0101625,14.6415137
37,Mother of the Divine Providence Parish,"San Juan Evangelista St., Campsite
Payatas A, Quezon City, Metro Manila",0943 531 6867,,,,,"Sun Aug 7, 2022 8:31PM","{'lat': 14.7038588, 'lng': 121.0980446}",121.0980446,14.7038588
38,National Shrine of Our Lady of Lourdes,"NS Amoranto corner Kanlaon Street, Quezon City, Metro Manila",287319306,,Monday to Saturday – 8:00 am,,,"Sun Apr 21, 2024 7:41PM","{'lat': 14.6303181, 'lng': 120.9964589}",120.9964589,14.6303181
39,Nativity of the  Lord Parish,"#151 E. Garcia St., Cubao, Quezon City, Metro Manila",8912-0364,,Wed & Fri 6:00PM,,,"Sun Apr 28, 2024 11:01PM","{'lat': 14.6269813, 'lng': 121.0470419}",121.0470419,14.6269813
40,Our Lady of Consolation Parish,"81 Alondras St., Mira-Nila Homes Congressional Ext., Quezon City, Metro Manila",0917 512 2952,,Every after Mass (notify office first),,,"Sun Apr 28, 2024 11:06PM","{'lat': 14.6788937, 'lng': 121.0601596}",121.0601596,14.6788937
